time,controller,q_error_rms,ee_error,torque_norm
2.170000,osc,0.71979619,0.01669117,33.50225620
2.180000,osc,0.72474555,0.01584048,33.04546661
2.190000,osc,0.72977778,0.01501268,32.55617570
2.200000,osc,0.73489133,0.01420796,32.03853676
2.210000,osc,0.74008442,0.01342654,31.49669354
2.220000,osc,0.74535500,0.01266859,30.93475161
2.230000,osc,0.75070084,0.01193431,30.35675158
2.240000,osc,0.75611948,0.01122391,29.76664433
2.250000,osc,0.76160830,0.01053764,29.16826791
2.260000,osc,0.76716448,0.00987574,28.56532638
2.270000,osc,0.77278509,0.00923854,27.96137028
2.280000,osc,0.77846701,0.00862637,27.35977904
2.290000,osc,0.78420703,0.00803968,26.76374527
2.300000,osc,0.79000183,0.00747892,26.17626101
2.310000,osc,0.79584798,0.00694468,25.60010617
2.320000,osc,0.80174197,0.00643759,25.03783917
2.330000,osc,0.80768023,0.00595840,24.49178989
2.340000,osc,0.81365912,0.00550795,23.96405517
2.350000,osc,0.81967495,0.00508718,23.45649665
2.360000,osc,0.82572399,0.00469712,22.97074135
2.370000,osc,0.83180247,0.00433888,22.50818456
2.380000,osc,0.83790660,0.00401362,22.06999543
2.390000,osc,0.84403257,0.00372247,21.65712466
2.400000,osc,0.85017654,0.00346645,21.27031462
